customer_id,tenure_months,monthly_charges,support_tickets,contract_type,payment_method,paperless_billing,internet_service,avg_monthly_usage_gb,late_payments,region,churn
CUST-00655,36,73.07,0,two-year,bank-transfer,yes,fiber,626.9,2,West,0
CUST-00656,5,56.45,0,month-to-month,bank-transfer,yes,fiber,436.4,1,West,0
CUST-00657,24,69.49,1,two-year,bank-transfer,yes,fiber,579.9,0,Quebec,0
CUST-00658,72,66.2,0,month-to-month,mailed-check,yes,fiber,411.7,0,Ontario,1
CUST-00659,15,53.87,1,one-year,electronic-check,yes,dsl,192.9,1,Atlantic,0
CUST-00660,14,84.89,0,month-to-month,bank-transfer,no,fiber,520.3,0,Ontario,0
CUST-00661,72,61.68,1,month-to-month,bank-transfer,yes,fiber,346.3,1,Ontario,0
CUST-00662,27,66.13,0,two-year,mailed-check,no,dsl,181.3,0,West,0
CUST-00663,5,51.0,2,month-to-month,credit-card,yes,dsl,267.1,0,Ontario,0
CUST-00664,11,52.31,0,month-to-month,electronic-check,yes,dsl,171.9,0,West,0
CUST-00665,18,77.89,1,month-to-month,credit-card,yes,fiber,398.9,0,Ontario,0
CUST-00666,35,70.12,3,one-year,electronic-check,yes,fiber,534.8,0,West,0
CUST-00667,25,63.63,0,one-year,electronic-check,yes,fiber,559.1,3,Atlantic,0
CUST-00668,14,69.11,3,two-year,bank-transfer,yes,fiber,572.6,0,Atlantic,0
CUST-00669,25,54.35,0,month-to-month,credit-card,yes,fiber,382.6,0,Atlantic,0
CUST-00670,15,61.0,0,month-to-month,electronic-check,yes,dsl,140.8,0,West,1
CUST-00671,72,40.43,2,month-to-month,bank-transfer,yes,fiber,399.9,1,Ontario,0
CUST-00672,10,66.32,1,one-year,bank-transfer,no,dsl,251.1,2,Atlantic,0
CUST-00673,20,79.46,2,two-year,bank-transfer,yes,fiber,338.3,1,Atlantic,0
CUST-00674,18,89.82,3,one-year,bank-transfer,no,fiber,343.1,2,Quebec,1
CUST-00675,18,79.91,0,one-year,electronic-check,yes,dsl,129.3,0,Ontario,0
CUST-00676,12,66.83,0,month-to-month,credit-card,yes,dsl,110.3,0,Ontario,1
CUST-00677,72,66.41,0,two-year,bank-transfer,yes,fiber,515.2,1,Quebec,0
CUST-00678,72,79.81,2,month-to-month,mailed-check,no,dsl,259.4,1,West,0
CUST-00679,38,60.46,3,month-to-month,credit-card,yes,fiber,399.1,1,Ontario,1
CUST-00680,36,53.02,0,month-to-month,bank-transfer,no,fiber,423.5,2,Ontario,1
CUST-00681,7,76.45,4,month-to-month,electronic-check,no,dsl,0.0,0,Quebec,1
CUST-00682,72,79.32,1,month-to-month,mailed-check,yes,fiber,401.1,1,Ontario,0
CUST-00683,15,53.3,1,month-to-month,bank-transfer,yes,fiber,545.7,1,Atlantic,0
CUST-00684,6,58.77,0,month-to-month,electronic-check,yes,fiber,396.5,3,Ontario,1
CUST-00685,43,78.79,0,one-year,credit-card,yes,fiber,347.1,0,Ontario,0
CUST-00686,60,63.87,2,month-to-month,bank-transfer,no,fiber,557.0,2,Ontario,0
CUST-00687,72,65.38,1,month-to-month,mailed-check,no,fiber,345.3,1,West,0
CUST-00688,20,58.65,1,two-year,mailed-check,yes,none,143.4,1,West,0
CUST-00689,18,79.56,2,one-year,bank-transfer,yes,dsl,435.5,2,Ontario,0
CUST-00690,34,74.54,2,month-to-month,bank-transfer,yes,fiber,430.7,0,Ontario,0
CUST-00691,25,71.42,1,month-to-month,bank-transfer,no,fiber,545.7,2,Quebec,0
CUST-00692,44,66.48,2,two-year,credit-card,yes,dsl,48.1,1,Ontario,0
CUST-00693,34,67.1,1,month-to-month,mailed-check,yes,fiber,294.4,0,West,0
CUST-00694,14,33.58,0,month-to-month,electronic-check,yes,dsl,122.3,3,Ontario,0
CUST-00695,72,28.0,1,two-year,bank-transfer,no,dsl,259.9,1,Quebec,0
CUST-00696,44,72.23,1,month-to-month,credit-card,yes,fiber,440.1,1,Ontario,0
CUST-00697,59,82.26,0,one-year,bank-transfer,yes,fiber,424.2,1,Quebec,0
CUST-00698,14,73.17,0,one-year,credit-card,no,fiber,330.3,0,Quebec,0
CUST-00699,43,81.5,1,one-year,electronic-check,no,fiber,429.2,0,Ontario,0
CUST-00700,52,82.55,1,month-to-month,bank-transfer,yes,fiber,385.3,1,Ontario,0
CUST-00701,33,71.55,2,month-to-month,credit-card,no,dsl,111.6,0,Ontario,0
CUST-00702,11,74.96,0,month-to-month,electronic-check,yes,fiber,354.4,0,Ontario,0
CUST-00703,31,59.9,0,month-to-month,mailed-check,yes,dsl,206.3,0,Atlantic,0
CUST-00704,48,56.61,2,two-year,credit-card,yes,dsl,128.8,1,Ontario,0
CUST-00705,62,70.29,1,month-to-month,bank-transfer,yes,fiber,439.4,1,Ontario,0
CUST-00706,7,56.49,1,one-year,bank-transfer,no,fiber,289.6,0,Ontario,0
CUST-00707,32,85.31,0,one-year,credit-card,yes,fiber,482.8,2,West,1
CUST-00708,9,52.97,1,one-year,bank-transfer,yes,dsl,210.5,0,Atlantic,0
CUST-00709,49,68.37,3,month-to-month,electronic-check,no,fiber,420.3,0,West,1
CUST-00710,58,51.31,0,month-to-month,credit-card,yes,dsl,203.7,2,Quebec,0
CUST-00711,13,42.93,1,two-year,credit-card,yes,dsl,269.4,2,West,0
CUST-00712,11,56.1,0,one-year,electronic-check,yes,dsl,66.9,0,Ontario,0
CUST-00713,18,43.42,1,two-year,credit-card,no,none,17.7,1,West,0
CUST-00714,26,49.59,2,two-year,electronic-check,yes,dsl,79.1,1,West,0
CUST-00715,16,67.89,1,one-year,electronic-check,no,dsl,197.4,0,Ontario,0
CUST-00716,52,53.13,2,month-to-month,electronic-check,no,dsl,168.0,0,Quebec,0
CUST-00717,62,40.91,1,one-year,electronic-check,no,dsl,187.9,1,Ontario,0
CUST-00718,31,71.42,0,month-to-month,electronic-check,no,dsl,262.1,1,Ontario,0
CUST-00719,16,40.08,1,one-year,electronic-check,yes,none,81.6,1,West,0
CUST-00720,25,82.06,0,two-year,bank-transfer,no,fiber,532.4,0,Ontario,1
CUST-00721,31,66.31,0,month-to-month,bank-transfer,yes,dsl,156.3,3,West,0
CUST-00722,24,47.07,3,month-to-month,bank-transfer,yes,dsl,249.8,0,Atlantic,1
CUST-00723,27,51.52,2,month-to-month,bank-transfer,yes,dsl,233.1,2,Quebec,0
CUST-00724,59,83.86,1,two-year,credit-card,no,fiber,408.4,0,Ontario,0
CUST-00725,15,76.27,2,month-to-month,bank-transfer,yes,dsl,200.0,0,Quebec,0
CUST-00726,72,57.66,0,month-to-month,bank-transfer,no,dsl,178.8,0,West,0
CUST-00727,32,31.41,2,month-to-month,credit-card,no,none,130.6,0,Ontario,0
CUST-00728,23,90.66,0,month-to-month,credit-card,yes,fiber,508.9,1,Ontario,0
CUST-00729,15,50.42,3,month-to-month,electronic-check,yes,dsl,161.5,1,Quebec,0
CUST-00730,16,60.45,2,month-to-month,bank-transfer,yes,dsl,155.5,0,Atlantic,0
CUST-00731,29,33.51,1,month-to-month,electronic-check,yes,none,93.4,0,Ontario,0
CUST-00732,32,59.83,0,month-to-month,bank-transfer,yes,dsl,303.9,1,Ontario,0
CUST-00733,22,47.07,0,month-to-month,electronic-check,yes,dsl,216.8,1,Atlantic,0
CUST-00734,9,53.07,0,month-to-month,electronic-check,yes,dsl,246.0,2,Ontario,1
CUST-00735,29,66.41,2,month-to-month,credit-card,yes,fiber,550.8,0,Ontario,0
CUST-00736,16,44.95,0,one-year,mailed-check,yes,none,0.0,1,Quebec,0
CUST-00737,5,74.71,1,month-to-month,credit-card,yes,fiber,447.1,0,Ontario,1
CUST-00738,45,66.24,1,month-to-month,bank-transfer,yes,dsl,231.4,1,Ontario,1
CUST-00739,6,48.33,2,month-to-month,electronic-check,no,dsl,153.5,1,Quebec,0
CUST-00740,22,70.81,0,month-to-month,bank-transfer,yes,fiber,584.4,1,West,1
CUST-00741,27,79.56,0,month-to-month,bank-transfer,yes,fiber,402.8,0,Quebec,0
CUST-00742,68,82.02,2,month-to-month,bank-transfer,yes,fiber,445.2,2,Ontario,0
CUST-00743,6,41.82,2,two-year,credit-card,yes,dsl,352.9,0,Quebec,0
CUST-00744,48,60.34,2,month-to-month,credit-card,no,dsl,31.7,0,West,0
CUST-00745,53,64.46,1,month-to-month,credit-card,yes,fiber,458.4,0,West,0
CUST-00746,72,66.55,0,month-to-month,credit-card,yes,dsl,133.9,2,West,0
CUST-00747,60,92.54,0,month-to-month,electronic-check,no,fiber,440.0,3,West,0
CUST-00748,27,29.57,0,month-to-month,bank-transfer,no,dsl,87.5,0,West,0
CUST-00749,50,66.11,2,one-year,bank-transfer,yes,fiber,408.5,1,West,0
CUST-00750,70,75.77,0,two-year,electronic-check,no,fiber,442.1,0,Ontario,0
CUST-00751,4,72.96,0,month-to-month,credit-card,yes,fiber,460.3,1,Atlantic,1
CUST-00752,9,66.87,0,month-to-month,credit-card,yes,dsl,266.1,1,West,0
CUST-00753,34,73.83,0,month-to-month,electronic-check,no,fiber,242.5,0,Ontario,0
CUST-00754,53,51.44,0,month-to-month,mailed-check,yes,dsl,179.3,1,Ontario,0
CUST-00755,44,62.29,2,one-year,bank-transfer,yes,fiber,425.2,0,Quebec,0
CUST-00756,37,60.52,0,month-to-month,credit-card,yes,fiber,434.5,0,Quebec,0
CUST-00757,72,65.2,0,month-to-month,electronic-check,no,fiber,442.7,2,West,0
CUST-00758,22,67.07,1,two-year,mailed-check,yes,fiber,369.4,1,Quebec,0
CUST-00759,16,42.03,3,month-to-month,bank-transfer,no,none,0.0,0,Ontario,0
CUST-00760,19,71.35,2,month-to-month,credit-card,yes,fiber,458.5,0,Ontario,0
CUST-00761,35,31.17,1,one-year,credit-card,no,none,0.0,1,West,0
CUST-00762,27,62.4,1,month-to-month,bank-transfer,no,fiber,474.2,1,Ontario,0
CUST-00763,55,65.62,1,month-to-month,mailed-check,no,fiber,360.3,1,West,0
CUST-00764,17,67.08,2,month-to-month,electronic-check,no,fiber,498.9,2,Ontario,1
CUST-00765,38,65.14,1,two-year,credit-card,no,fiber,435.4,0,Quebec,0
CUST-00766,50,64.07,1,month-to-month,electronic-check,no,dsl,191.3,1,Quebec,0
CUST-00767,70,71.36,1,month-to-month,electronic-check,yes,dsl,169.1,0,Ontario,1
CUST-00768,11,60.65,1,month-to-month,bank-transfer,yes,fiber,405.4,1,West,0
CUST-00769,19,68.75,2,month-to-month,electronic-check,yes,dsl,170.2,0,West,1
CUST-00770,25,64.28,1,one-year,bank-transfer,yes,dsl,290.4,0,Ontario,0
CUST-00771,8,39.89,0,month-to-month,bank-transfer,yes,none,0.0,0,Ontario,0
CUST-00772,36,54.03,1,one-year,bank-transfer,yes,none,0.0,1,West,0
CUST-00773,36,55.21,2,one-year,bank-transfer,no,dsl,279.8,0,West,0
CUST-00774,34,61.22,0,two-year,mailed-check,yes,dsl,259.7,2,Quebec,0
CUST-00775,24,58.3,1,month-to-month,bank-transfer,yes,dsl,304.2,1,West,0
CUST-00776,65,73.52,2,two-year,bank-transfer,yes,fiber,435.0,0,Ontario,0
CUST-00777,19,61.82,2,one-year,bank-transfer,yes,dsl,77.9,0,Ontario,0
CUST-00778,61,73.49,2,month-to-month,bank-transfer,yes,fiber,345.8,1,West,0
CUST-00779,19,61.89,3,one-year,bank-transfer,yes,dsl,164.6,0,West,0
CUST-00780,10,30.97,1,two-year,electronic-check,yes,none,76.7,1,West,0
CUST-00781,28,66.29,0,month-to-month,bank-transfer,no,fiber,418.4,0,Ontario,0
CUST-00782,32,49.92,4,two-year,bank-transfer,yes,dsl,161.8,0,Quebec,0
CUST-00783,39,34.17,3,month-to-month,electronic-check,no,none,45.7,2,West,1
CUST-00784,3,83.64,2,one-year,credit-card,no,fiber,442.4,0,Ontario,1
CUST-00785,22,52.15,1,two-year,electronic-check,yes,dsl,152.6,2,Quebec,0
CUST-00786,72,44.85,0,month-to-month,bank-transfer,yes,none,0.0,0,Quebec,0
CUST-00787,18,40.79,3,two-year,bank-transfer,no,none,92.5,0,Ontario,0
CUST-00788,54,68.37,0,month-to-month,electronic-check,no,fiber,529.1,0,Ontario,0
CUST-00789,72,86.75,4,one-year,electronic-check,yes,fiber,350.1,2,Ontario,1
CUST-00790,72,64.73,1,one-year,electronic-check,yes,dsl,155.8,3,West,1
CUST-00791,12,73.02,2,month-to-month,bank-transfer,yes,fiber,496.7,0,Ontario,1
CUST-00792,51,72.15,2,month-to-month,bank-transfer,yes,fiber,343.3,1,Ontario,0
CUST-00793,53,73.98,0,month-to-month,electronic-check,yes,fiber,471.0,0,Ontario,0
CUST-00794,45,56.94,3,month-to-month,bank-transfer,no,fiber,412.2,0,Ontario,0
CUST-00795,10,48.34,1,month-to-month,electronic-check,yes,dsl,86.6,1,Ontario,0
CUST-00796,34,61.86,0,month-to-month,bank-transfer,yes,dsl,341.1,2,Quebec,1
CUST-00797,34,40.38,0,month-to-month,electronic-check,yes,dsl,161.0,3,Ontario,1
CUST-00798,9,49.15,1,month-to-month,credit-card,yes,dsl,234.6,1,Ontario,0
CUST-00799,23,68.88,0,one-year,bank-transfer,yes,fiber,344.7,0,Ontario,0
CUST-00800,35,103.49,0,one-year,credit-card,yes,fiber,571.9,1,Ontario,1
CUST-00801,27,80.07,1,one-year,bank-transfer,no,fiber,605.5,1,Ontario,0
CUST-00802,47,84.52,0,month-to-month,electronic-check,no,fiber,312.3,0,Quebec,0
CUST-00803,23,64.55,3,two-year,bank-transfer,yes,fiber,426.0,1,West,1
CUST-00804,31,76.8,3,one-year,bank-transfer,yes,fiber,552.9,0,West,0
CUST-00805,56,54.52,0,month-to-month,mailed-check,yes,fiber,400.2,1,Ontario,0
CUST-00806,72,69.53,0,month-to-month,electronic-check,no,fiber,474.8,0,West,0
CUST-00807,10,62.31,1,one-year,bank-transfer,yes,dsl,47.2,1,West,0
CUST-00808,46,42.12,1,month-to-month,mailed-check,no,dsl,123.0,0,Ontario,0
CUST-00809,20,42.13,3,month-to-month,bank-transfer,yes,none,37.9,0,Quebec,1
CUST-00810,39,62.0,2,two-year,electronic-check,yes,dsl,139.9,0,West,0
CUST-00811,9,50.67,1,month-to-month,credit-card,yes,dsl,159.4,1,Ontario,1
CUST-00812,66,64.23,1,month-to-month,credit-card,yes,fiber,311.2,1,Ontario,0
CUST-00813,15,49.49,1,two-year,bank-transfer,yes,dsl,245.6,0,Quebec,0
CUST-00814,57,69.36,1,one-year,credit-card,yes,fiber,326.1,1,Ontario,0
CUST-00815,10,69.67,1,month-to-month,bank-transfer,yes,fiber,571.0,0,Atlantic,0
CUST-00816,7,78.35,3,two-year,credit-card,no,fiber,382.0,2,Ontario,0
CUST-00817,24,67.39,2,two-year,electronic-check,yes,fiber,508.1,2,Ontario,0
CUST-00818,34,89.82,4,month-to-month,credit-card,no,fiber,499.7,1,Ontario,1
CUST-00819,72,73.75,0,one-year,credit-card,no,dsl,106.3,0,Ontario,0
CUST-00820,33,59.48,2,month-to-month,mailed-check,yes,dsl,141.1,0,West,0
CUST-00821,12,53.38,0,month-to-month,electronic-check,yes,dsl,151.1,0,West,0
CUST-00822,50,51.4,1,one-year,mailed-check,yes,dsl,156.9,1,Atlantic,0
CUST-00823,72,60.33,2,month-to-month,bank-transfer,no,dsl,79.7,0,Quebec,0
CUST-00824,14,78.16,1,one-year,credit-card,no,fiber,485.4,0,Quebec,0
CUST-00825,55,54.89,2,two-year,bank-transfer,no,dsl,131.5,0,Ontario,0
CUST-00826,67,52.87,1,month-to-month,bank-transfer,yes,dsl,180.3,1,Ontario,0
CUST-00827,51,76.7,2,one-year,credit-card,no,fiber,525.5,0,West,0
CUST-00828,17,73.72,3,month-to-month,electronic-check,yes,fiber,488.6,0,Quebec,0
CUST-00829,34,31.99,0,two-year,electronic-check,yes,none,0.0,0,Quebec,0
CUST-00830,39,58.19,0,month-to-month,electronic-check,yes,dsl,278.5,1,Quebec,0
CUST-00831,64,66.64,2,one-year,bank-transfer,yes,fiber,496.6,1,West,0
CUST-00832,18,49.11,2,month-to-month,electronic-check,yes,dsl,130.0,0,Ontario,0
CUST-00833,56,72.95,2,month-to-month,credit-card,yes,fiber,396.3,0,West,0
CUST-00834,26,66.97,1,one-year,mailed-check,no,fiber,525.0,0,West,0
CUST-00835,22,65.3,4,one-year,bank-transfer,yes,fiber,506.2,0,West,0
CUST-00836,30,83.98,1,one-year,credit-card,no,fiber,312.3,0,Ontario,0
CUST-00837,2,52.88,1,one-year,credit-card,yes,dsl,104.5,1,Ontario,0
CUST-00838,3,92.36,1,two-year,electronic-check,yes,fiber,499.1,0,Quebec,1
CUST-00839,5,63.58,2,month-to-month,mailed-check,yes,dsl,90.2,2,West,1
CUST-00840,40,64.38,1,month-to-month,mailed-check,no,fiber,508.4,1,Atlantic,1
CUST-00841,24,69.18,2,month-to-month,electronic-check,no,dsl,354.5,1,Quebec,0
CUST-00842,17,49.48,1,one-year,mailed-check,yes,dsl,221.7,0,Ontario,0
CUST-00843,28,77.72,0,month-to-month,electronic-check,yes,dsl,111.5,0,Ontario,0
CUST-00844,57,59.38,1,month-to-month,bank-transfer,yes,dsl,205.0,0,Quebec,0
CUST-00845,27,43.7,3,month-to-month,electronic-check,yes,none,99.9,1,Ontario,1
CUST-00846,11,73.33,1,two-year,credit-card,yes,fiber,448.4,0,Quebec,0
CUST-00847,72,59.79,2,month-to-month,credit-card,no,dsl,231.1,0,West,0
CUST-00848,29,54.59,0,one-year,bank-transfer,yes,dsl,122.0,1,Ontario,0
CUST-00849,67,63.28,1,month-to-month,credit-card,yes,fiber,378.5,1,Ontario,0
CUST-00850,52,76.57,2,two-year,mailed-check,yes,fiber,517.0,0,Ontario,0
CUST-00851,21,83.76,0,month-to-month,mailed-check,no,fiber,379.5,0,Ontario,0
CUST-00852,72,60.5,2,month-to-month,bank-transfer,yes,fiber,220.2,0,West,0
CUST-00853,18,89.17,1,two-year,electronic-check,yes,fiber,414.0,0,Ontario,1
CUST-00854,40,79.31,0,two-year,bank-transfer,no,fiber,466.7,0,Ontario,1
CUST-00855,36,52.41,1,month-to-month,credit-card,yes,dsl,280.0,0,Ontario,0
CUST-00856,39,68.22,4,month-to-month,bank-transfer,yes,fiber,579.9,0,Ontario,0
CUST-00857,72,76.57,0,one-year,credit-card,yes,dsl,197.2,1,West,0
CUST-00858,30,82.86,1,two-year,bank-transfer,no,fiber,496.0,2,Quebec,0
CUST-00859,34,68.97,1,month-to-month,credit-card,no,dsl,200.3,0,Quebec,1
CUST-00860,36,70.36,1,month-to-month,credit-card,yes,fiber,470.1,1,Quebec,0
CUST-00861,72,78.83,0,one-year,credit-card,yes,fiber,424.1,0,Ontario,0
CUST-00862,64,76.67,2,one-year,mailed-check,yes,fiber,472.8,0,Quebec,0
CUST-00863,7,55.17,2,one-year,credit-card,yes,dsl,128.0,0,Ontario,0
CUST-00864,19,74.15,1,one-year,bank-transfer,yes,fiber,608.3,0,Atlantic,1
CUST-00865,32,49.66,1,month-to-month,bank-transfer,yes,none,0.0,0,Ontario,0
CUST-00866,72,89.8,0,two-year,bank-transfer,yes,fiber,488.5,0,Quebec,0
CUST-00867,72,54.36,1,two-year,bank-transfer,no,dsl,217.2,1,Ontario,0
CUST-00868,29,59.21,1,one-year,credit-card,yes,fiber,471.6,0,West,0
CUST-00869,18,74.26,1,month-to-month,electronic-check,yes,dsl,89.5,1,Ontario,1
CUST-00870,26,90.39,0,month-to-month,bank-transfer,yes,fiber,297.4,0,Atlantic,0
CUST-00871,33,77.2,1,one-year,electronic-check,no,fiber,491.5,0,Ontario,0
CUST-00872,24,91.82,2,month-to-month,bank-transfer,no,fiber,554.0,0,West,0
CUST-00873,68,76.44,1,two-year,bank-transfer,no,fiber,458.7,1,West,0
CUST-00874,23,63.45,5,month-to-month,bank-transfer,yes,fiber,508.4,2,Ontario,0
CUST-00875,14,24.22,0,one-year,credit-card,yes,none,0.0,1,Ontario,0
CUST-00876,25,59.12,0,two-year,bank-transfer,yes,fiber,468.2,1,Ontario,0
CUST-00877,37,73.05,1,month-to-month,credit-card,no,fiber,544.2,1,West,1
CUST-00878,69,33.1,2,month-to-month,bank-transfer,yes,none,0.0,0,West,1
CUST-00879,13,66.92,0,one-year,electronic-check,yes,fiber,540.8,1,Ontario,0
CUST-00880,38,71.88,0,one-year,credit-card,yes,fiber,301.1,0,Ontario,1
CUST-00881,38,66.01,2,month-to-month,credit-card,yes,dsl,137.9,0,Ontario,1
CUST-00882,44,32.26,0,one-year,electronic-check,no,none,58.4,1,Ontario,0
CUST-00883,23,49.49,1,two-year,bank-transfer,yes,dsl,351.7,0,West,0
CUST-00884,43,67.95,1,month-to-month,electronic-check,yes,fiber,441.2,1,Ontario,0
CUST-00885,51,47.67,0,month-to-month,mailed-check,yes,none,0.0,0,Ontario,0
CUST-00886,22,72.26,2,month-to-month,mailed-check,yes,fiber,599.8,2,West,0
CUST-00887,34,40.94,0,month-to-month,bank-transfer,yes,none,1.3,0,West,0
CUST-00888,27,73.31,3,month-to-month,credit-card,no,dsl,246.5,0,West,0
CUST-00889,16,67.85,1,month-to-month,electronic-check,no,none,0.0,1,Ontario,1
CUST-00890,9,79.72,2,one-year,electronic-check,yes,fiber,452.1,1,Atlantic,0
CUST-00891,18,78.68,0,month-to-month,electronic-check,yes,fiber,392.2,1,Quebec,1
CUST-00892,19,44.56,0,two-year,bank-transfer,no,dsl,381.9,1,Quebec,0
CUST-00893,9,60.87,0,month-to-month,credit-card,no,dsl,291.3,1,Ontario,0
CUST-00894,41,57.65,1,month-to-month,credit-card,yes,dsl,340.3,1,West,0
CUST-00895,53,47.37,0,one-year,credit-card,yes,none,0.0,0,Quebec,0
CUST-00896,26,52.89,1,two-year,credit-card,no,dsl,34.9,0,West,0
CUST-00897,29,75.11,1,month-to-month,mailed-check,no,fiber,415.1,0,West,1
CUST-00898,20,79.35,3,month-to-month,credit-card,yes,fiber,653.9,3,West,1
CUST-00899,28,92.93,2,month-to-month,electronic-check,yes,fiber,412.6,0,West,0
CUST-00900,43,89.42,2,month-to-month,mailed-check,yes,fiber,529.4,0,Atlantic,1
CUST-00901,38,86.29,1,month-to-month,bank-transfer,no,fiber,352.9,0,Ontario,0
CUST-00902,28,64.63,1,month-to-month,bank-transfer,yes,dsl,119.5,1,Ontario,1
CUST-00903,19,52.47,0,month-to-month,electronic-check,no,dsl,183.2,0,West,0
CUST-00904,50,64.63,1,month-to-month,credit-card,yes,dsl,369.3,0,Quebec,1
CUST-00905,21,64.89,1,two-year,bank-transfer,yes,fiber,533.5,0,Quebec,0
CUST-00906,10,54.83,4,one-year,electronic-check,no,dsl,15.5,0,West,1
CUST-00907,33,75.67,1,month-to-month,electronic-check,no,dsl,246.7,0,Quebec,0
CUST-00908,6,62.65,0,month-to-month,electronic-check,no,dsl,92.4,0,West,0
CUST-00909,37,59.38,1,month-to-month,mailed-check,yes,dsl,132.1,0,Ontario,0
CUST-00910,38,60.73,1,month-to-month,bank-transfer,no,dsl,233.4,0,West,0
CUST-00911,18,56.01,1,one-year,electronic-check,no,dsl,308.9,2,Ontario,0
CUST-00912,20,50.36,0,two-year,electronic-check,no,fiber,554.7,0,Quebec,0
CUST-00913,55,43.72,0,two-year,electronic-check,yes,dsl,218.2,0,West,0
CUST-00914,72,79.48,1,two-year,electronic-check,no,fiber,469.4,1,Ontario,0
CUST-00915,30,63.33,0,two-year,electronic-check,yes,fiber,554.4,1,Ontario,0
CUST-00916,18,71.87,0,two-year,mailed-check,yes,fiber,306.1,1,Ontario,0
CUST-00917,39,44.11,2,month-to-month,bank-transfer,yes,dsl,345.3,0,Quebec,1
CUST-00918,27,49.45,2,month-to-month,electronic-check,yes,dsl,127.4,0,Ontario,1
CUST-00919,37,56.96,0,month-to-month,credit-card,no,dsl,212.2,0,Ontario,0
CUST-00920,33,82.7,2,month-to-month,bank-transfer,yes,fiber,397.8,0,West,0
CUST-00921,34,84.81,4,month-to-month,electronic-check,yes,fiber,341.7,4,Ontario,1
CUST-00922,4,49.29,1,two-year,electronic-check,no,dsl,229.2,2,Quebec,0
CUST-00923,20,76.22,2,one-year,bank-transfer,yes,fiber,460.1,2,Quebec,0
CUST-00924,19,23.03,1,month-to-month,bank-transfer,yes,none,3.0,1,Ontario,0
CUST-00925,18,73.59,2,month-to-month,bank-transfer,yes,fiber,427.0,1,Ontario,0
CUST-00926,46,67.01,0,month-to-month,credit-card,yes,dsl,319.7,1,Atlantic,0
CUST-00927,11,56.3,1,month-to-month,credit-card,yes,dsl,376.4,0,West,0
CUST-00928,4,70.81,3,two-year,mailed-check,no,dsl,296.5,0,Ontario,1
CUST-00929,18,81.79,3,one-year,credit-card,yes,fiber,463.6,1,West,0
CUST-00930,15,59.53,0,one-year,mailed-check,yes,dsl,50.8,0,Quebec,0
CUST-00931,30,54.38,1,month-to-month,credit-card,yes,dsl,243.3,0,Ontario,1
CUST-00932,15,51.39,3,month-to-month,electronic-check,no,dsl,247.1,1,West,1
CUST-00933,24,41.69,1,month-to-month,bank-transfer,yes,dsl,255.6,0,Quebec,0
CUST-00934,21,59.4,2,one-year,electronic-check,no,fiber,343.0,1,Ontario,1
CUST-00935,67,83.45,1,one-year,electronic-check,yes,fiber,512.3,1,West,0
CUST-00936,15,88.89,2,month-to-month,electronic-check,yes,fiber,572.7,0,Ontario,0
CUST-00937,44,61.65,1,two-year,mailed-check,yes,fiber,356.5,1,Ontario,0
CUST-00938,28,57.72,0,month-to-month,bank-transfer,yes,dsl,248.2,1,Ontario,0
CUST-00939,56,56.47,2,two-year,credit-card,yes,fiber,371.0,1,West,0
CUST-00940,72,62.74,0,month-to-month,credit-card,yes,fiber,431.1,1,West,0
CUST-00941,27,75.73,5,month-to-month,electronic-check,no,fiber,359.4,1,West,0
CUST-00942,6,67.55,0,two-year,bank-transfer,yes,fiber,410.2,1,Ontario,0
CUST-00943,11,52.88,3,month-to-month,bank-transfer,yes,fiber,410.8,0,West,1
CUST-00944,9,75.05,2,month-to-month,bank-transfer,yes,dsl,225.0,1,Quebec,0
CUST-00945,20,72.48,4,month-to-month,bank-transfer,yes,fiber,515.7,2,Ontario,1
CUST-00946,18,45.4,1,month-to-month,electronic-check,no,dsl,293.4,1,Ontario,1
CUST-00947,34,74.34,5,one-year,electronic-check,no,fiber,384.6,1,West,1
CUST-00948,53,72.15,1,two-year,electronic-check,no,fiber,470.6,0,Ontario,0
CUST-00949,5,61.43,3,two-year,electronic-check,yes,dsl,96.7,3,Quebec,0
CUST-00950,29,69.43,1,month-to-month,mailed-check,no,fiber,430.6,0,Quebec,1
CUST-00951,16,76.3,4,month-to-month,bank-transfer,no,fiber,443.6,0,Ontario,0
CUST-00952,30,47.91,0,month-to-month,mailed-check,yes,none,0.0,0,Atlantic,0
CUST-00953,20,24.16,2,month-to-month,credit-card,yes,none,59.5,1,West,0
CUST-00954,47,49.72,0,month-to-month,electronic-check,yes,dsl,176.8,1,Quebec,1
CUST-00955,12,81.81,1,two-year,electronic-check,no,fiber,453.1,0,West,1
CUST-00956,17,51.21,1,two-year,bank-transfer,yes,dsl,294.1,1,Quebec,0
CUST-00957,26,37.14,1,one-year,credit-card,yes,none,0.0,0,West,0
CUST-00958,22,33.06,0,month-to-month,bank-transfer,yes,none,84.3,2,Ontario,0
CUST-00959,26,68.72,0,month-to-month,bank-transfer,yes,fiber,562.6,0,Quebec,0
CUST-00960,7,67.82,0,month-to-month,mailed-check,yes,fiber,557.4,0,Ontario,1
CUST-00961,72,59.78,2,month-to-month,bank-transfer,yes,fiber,424.0,1,Quebec,0
CUST-00962,19,77.82,2,month-to-month,credit-card,yes,fiber,357.3,1,Quebec,0
CUST-00963,12,68.15,0,month-to-month,bank-transfer,yes,dsl,129.7,2,Ontario,0
